miRNA,Gene
hsa-miR-25-3p,TP53
hsa-miR-27a-3p,TP53
hsa-miR-3065-5p,TP53
hsa-miR-30a-5p,TP53
hsa-miR-30b-5p,TP53
hsa-miR-30c-5p,TP53
hsa-miR-30d-5p,TP53
hsa-miR-30e-5p,TP53
hsa-miR-324-5p,TP53
hsa-miR-34a-5p,TP53
hsa-miR-375,TP53
hsa-miR-4286,TP53
hsa-miR-4516,TP53
hsa-miR-4531,TP53
hsa-miR-454-3p,TP53
hsa-miR-485-5p,TP53
hsa-miR-491-5p,TP53
hsa-miR-504-5p,TP53
hsa-miR-5196-3p,TP53
hsa-miR-605-5p,TP53
hsa-miR-608,TP53
hsa-miR-612,TP53
hsa-miR-660-3p,TP53
hsa-miR-92a-1-5p,TP53
hsa-miR-101-3p,VAPA
hsa-miR-1276,VAPA
hsa-miR-30a-5p,VAPA
hsa-miR-30b-5p,VAPA
hsa-miR-30c-5p,VAPA
hsa-miR-30d-5p,VAPA
hsa-miR-30e-5p,VAPA
hsa-miR-329-3p,VAPA
hsa-miR-342-3p,VAPA
hsa-miR-362-3p,VAPA
hsa-miR-377-3p,VAPA
hsa-miR-421,VAPA
hsa-let-7a-5p,VAV2
hsa-miR-148a-3p,VAV2
hsa-miR-155-5p,VAV2
hsa-miR-15a-5p,VAV2
hsa-miR-15b-5p,VAV2
hsa-miR-16-5p,VAV2
hsa-miR-193b-3p,VAV2
hsa-miR-195-5p,VAV2
hsa-miR-214-3p,VAV2
hsa-miR-218-5p,VAV2
hsa-miR-3192-5p,VAV2
hsa-miR-320a,VAV2
hsa-miR-331-3p,VAV2
hsa-miR-424-5p,VAV2
hsa-miR-497-5p,VAV2
hsa-miR-761,VAV2
hsa-miR-873-5p,VAV2
hsa-miR-1180-5p,VAV3
hsa-miR-1226-3p,VAV3
hsa-miR-1226-5p,VAV3
hsa-miR-1234-3p,VAV3
hsa-miR-1266-5p,VAV3
hsa-miR-149-5p,VAV3
hsa-miR-186-5p,VAV3
hsa-miR-1908-5p,VAV3
hsa-miR-193b-3p,VAV3
hsa-miR-196a-3p,VAV3
hsa-miR-199a-5p,VAV3
hsa-miR-199b-5p,VAV3
hsa-miR-204-5p,VAV3
hsa-miR-211-5p,VAV3
hsa-miR-2117,VAV3
hsa-miR-23a-3p,VAV3
hsa-miR-23b-3p,VAV3
hsa-miR-23c,VAV3
hsa-miR-28-3p,VAV3
hsa-miR-30a-3p,VAV3
hsa-miR-30e-3p,VAV3
hsa-miR-3127-5p,VAV3
hsa-miR-3130-3p,VAV3
hsa-miR-324-3p,VAV3
hsa-miR-34a-5p,VAV3
hsa-miR-34c-5p,VAV3
hsa-miR-378g,VAV3
hsa-miR-4435,VAV3
hsa-miR-449a,VAV3
hsa-miR-449b-5p,VAV3
hsa-miR-4532,VAV3
hsa-miR-455-5p,VAV3
hsa-miR-4707-5p,VAV3
hsa-miR-498,VAV3
hsa-miR-5001-5p,VAV3
hsa-miR-513b-5p,VAV3
hsa-miR-515-5p,VAV3
hsa-miR-520a-5p,VAV3
hsa-miR-524-3p,VAV3
hsa-miR-525-3p,VAV3
hsa-miR-525-5p,VAV3
hsa-miR-561-5p,VAV3
hsa-miR-573,VAV3
hsa-miR-6511a-3p,VAV3
hsa-miR-663a,VAV3
hsa-miR-671-5p,VAV3
hsa-miR-760,VAV3
hsa-miR-766-3p,VAV3
hsa-miR-98-5p,VAV3
hsa-let-7a-5p,VCL
hsa-let-7b-5p,VCL
hsa-let-7c-5p,VCL
hsa-let-7d-5p,VCL
hsa-let-7e-5p,VCL
hsa-let-7f-5p,VCL
hsa-let-7g-5p,VCL
hsa-let-7i-5p,VCL
hsa-miR-125b-5p,VCL
hsa-miR-15a-5p,VCL
hsa-miR-15b-5p,VCL
hsa-miR-16-5p,VCL
hsa-miR-1909-3p,VCL
hsa-miR-195-5p,VCL
hsa-miR-196a-5p,VCL
hsa-miR-222-3p,VCL
hsa-miR-320a,VCL
hsa-miR-320b,VCL
hsa-miR-34a-5p,VCL
hsa-miR-4458,VCL
hsa-miR-661,VCL
hsa-miR-98-5p,VCL
hsa-let-7b-5p,WASF1
hsa-miR-122-5p,WASF1
hsa-miR-411-5p,WASF1
hsa-miR-873-5p,WASF1
hsa-miR-1224-5p,WASF2
hsa-miR-124-3p,WASF2
hsa-miR-146a-5p,WASF2
hsa-miR-26b-5p,WASF2
hsa-miR-34a-5p,WASF2
hsa-miR-450b-3p,WASF2
hsa-miR-627-3p,WASF2
hsa-miR-6728-5p,WASF2
hsa-miR-7-5p,WASF2
hsa-miR-769-3p,WASF2
hsa-miR-876-5p,WASF2
hsa-miR-887-5p,WASF2
hsa-miR-940,WASF2
hsa-let-7a-5p,WASL
hsa-let-7b-5p,WASL
hsa-let-7c-5p,WASL
hsa-let-7d-5p,WASL
hsa-let-7e-5p,WASL
hsa-let-7f-5p,WASL
hsa-let-7g-5p,WASL
hsa-let-7i-5p,WASL
hsa-miR-106a-5p,WASL
hsa-miR-106b-5p,WASL
hsa-miR-1178-3p,WASL
hsa-miR-1193,WASL
hsa-miR-1248,WASL
hsa-miR-128-3p,WASL
hsa-miR-1286,WASL
hsa-miR-130a-3p,WASL
hsa-miR-130b-3p,WASL
hsa-miR-142-3p,WASL
hsa-miR-148a-3p,WASL
hsa-miR-148b-3p,WASL
hsa-miR-152-3p,WASL
hsa-miR-17-5p,WASL
hsa-miR-190a-3p,WASL
hsa-miR-19a-3p,WASL
hsa-miR-19b-3p,WASL
hsa-miR-202-3p,WASL
hsa-miR-20a-5p,WASL
hsa-miR-20b-5p,WASL
hsa-miR-223-3p,WASL
hsa-miR-25-3p,WASL
hsa-miR-27a-3p,WASL
hsa-miR-27b-3p,WASL
hsa-miR-301a-3p,WASL
hsa-miR-323a-3p,WASL
hsa-miR-32-5p,WASL
hsa-miR-329-3p,WASL
hsa-miR-329-5p,WASL
hsa-miR-362-3p,WASL
hsa-miR-363-3p,WASL
hsa-miR-367-3p,WASL
hsa-miR-379-5p,WASL
hsa-miR-3916,WASL
hsa-miR-4451,WASL
hsa-miR-4458,WASL
hsa-miR-454-3p,WASL
hsa-miR-495-3p,WASL
hsa-miR-519a-3p,WASL
hsa-miR-519b-3p,WASL
hsa-miR-519c-3p,WASL
hsa-miR-519d-3p,WASL
hsa-miR-520g-3p,WASL
hsa-miR-520h,WASL
hsa-miR-548e-5p,WASL
hsa-miR-561-3p,WASL
hsa-miR-590-3p,WASL
hsa-miR-873-5p,WASL
hsa-miR-877-5p,WASL
hsa-miR-92a-3p,WASL
hsa-miR-92b-3p,WASL
hsa-miR-93-5p,WASL
hsa-miR-98-5p,WASL
hsa-miR-100-5p,YBX3
hsa-miR-124-3p,YBX3
hsa-miR-155-5p,YBX3
hsa-miR-16-5p,YBX3
hsa-miR-18a-5p,YBX3
hsa-miR-191-5p,YBX3
hsa-miR-193b-3p,YBX3
hsa-miR-30a-5p,YBX3
hsa-miR-652-3p,YBX3
hsa-miR-92a-3p,YBX3
hsa-miR-106b-5p,YES1
hsa-miR-10a-5p,YES1
hsa-miR-125a-5p,YES1
hsa-miR-129-5p,YES1
hsa-miR-142-3p,YES1
hsa-miR-145-5p,YES1
hsa-miR-17-5p,YES1
hsa-miR-186-5p,YES1
hsa-miR-205-5p,YES1
hsa-miR-224-5p,YES1
hsa-miR-24-3p,YES1
hsa-miR-4284,YES1
hsa-miR-519a-3p,YES1
hsa-miR-548ah-3p,YES1
hsa-miR-548d-3p,YES1
hsa-miR-548h-3p,YES1
hsa-miR-548j-3p,YES1
hsa-miR-548z,YES1
hsa-miR-101-3p,ZEB1
hsa-miR-1236-3p,ZEB1
hsa-miR-130b-3p,ZEB1
hsa-miR-141-3p,ZEB1
hsa-miR-142-5p,ZEB1
hsa-miR-147a,ZEB1
hsa-miR-150-5p,ZEB1
hsa-miR-183-5p,ZEB1
hsa-miR-200a-3p,ZEB1
hsa-miR-200b-3p,ZEB1
hsa-miR-200c-3p,ZEB1
hsa-miR-205-5p,ZEB1
hsa-miR-2113,ZEB1
hsa-miR-23b-3p,ZEB1
hsa-miR-335-5p,ZEB1
hsa-miR-429,ZEB1
hsa-miR-4455,ZEB1
hsa-miR-494-3p,ZEB1
hsa-miR-5010-3p,ZEB1
hsa-miR-539-5p,ZEB1
hsa-miR-574-5p,ZEB1
hsa-miR-591,ZEB1
hsa-miR-629-5p,ZEB1
hsa-miR-655-3p,ZEB1
hsa-miR-96-5p,ZEB1
